Trajectories
100
,,mechanicle_knee:thigh1,,,mechanicle_knee:thigh2,,,mechanicle_knee:thigh3,,,mechanicle_knee:thigh4,,,mechanicle_knee:thigh5,,,mechanicle_knee:shank1,,,mechanicle_knee:shank2,,,mechanicle_knee:shank3,,,mechanicle_knee:shank4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
482,0,82.7871,100.216,130.132,24.7595,61.6735,130.098,98.3186,26.6146,128.969,59.3533,9.41872,129.245,13.8592,179.449,143.5,165.61,195.159,144.289,150.991,256.961,145.057,119.241,178.751,144.285,85.0064,233.321,144.869
483,0,82.7966,100.197,130.129,24.7619,61.6447,130.097,98.3258,26.6053,128.966,59.351,9.38171,129.229,13.8166,179.428,143.498,165.745,194.526,144.309,151.366,256.402,145.061,119.286,178.315,144.318,85.3018,233.026,144.888
484,0,82.7641,100.136,130.131,24.78,61.6351,130.115,98.3289,26.5783,128.989,59.3586,9.36307,129.239,13.8087,179.436,143.5,165.861,193.955,144.309,151.742,255.88,145.063,119.332,177.943,144.307,85.5705,232.763,144.886
485,0,82.7924,100.123,130.118,24.806,61.6108,130.109,98.3601,26.56,128.962,59.3827,9.35195,129.252,13.8275,179.499,143.478,165.963,193.393,144.279,152.073,255.394,145.02,119.374,177.57,144.281,85.8517,232.512,144.874
486,0,82.8108,100.143,130.112,24.816,61.6227,130.109,98.3778,26.5643,128.963,59.4069,9.35317,129.251,13.8335,179.558,143.459,166.079,192.833,144.255,152.458,254.887,144.974,119.404,177.241,144.23,86.1059,232.297,144.847
487,0,82.836,100.165,130.114,24.8028,61.6331,130.093,98.3634,26.5713,128.953,59.4028,9.36842,129.254,13.8208,179.608,143.479,166.152,192.342,144.26,152.766,254.447,144.966,119.429,176.941,144.223,86.334,232.115,144.852
488,0,82.8355,100.191,130.127,24.8036,61.6438,130.11,98.3642,26.592,128.972,59.3938,9.38121,129.251,13.7956,179.645,143.495,166.208,191.922,144.249,153.003,254.077,144.961,119.428,176.672,144.23,86.5251,231.931,144.846
489,0,82.8525,100.222,130.146,24.8097,61.6766,130.148,98.3512,26.6268,129.006,59.3852,9.39979,129.286,13.7946,179.703,143.504,166.253,191.564,144.245,153.232,253.747,144.931,119.435,176.437,144.219,86.6962,231.787,144.834
490,0,82.8128,100.199,130.128,24.8376,61.6849,130.163,98.3922,26.6334,129.001,59.418,9.42264,129.308,13.8128,179.741,143.484,166.309,191.203,144.195,153.511,253.401,144.885,119.467,176.231,144.19,86.8662,231.658,144.78
491,0,82.8596,100.217,130.127,24.8627,61.706,130.167,98.4208,26.6421,129.014,59.4417,9.43768,129.329,13.8386,179.781,143.449,166.404,190.836,144.172,153.731,253.099,144.853,119.503,175.984,144.176,87.0531,231.501,144.756
492,0,82.8885,100.231,130.134,24.8942,61.7187,130.18,98.4534,26.6468,129.017,59.4739,9.44672,129.344,13.8627,179.812,143.452,166.481,190.512,144.166,153.926,252.82,144.818,119.547,175.764,144.163,87.2146,231.365,144.742
493,0,82.8862,100.224,130.155,24.8983,61.7295,130.206,98.4624,26.6751,129.064,59.4893,9.45705,129.375,13.8828,179.821,143.493,166.537,190.182,144.168,154.125,252.535,144.818,119.566,175.552,144.187,87.3564,231.229,144.757
494,0,82.8977,100.241,130.175,24.8937,61.7368,130.225,98.4538,26.6907,129.093,59.4795,9.4682,129.4,13.865,179.846,143.532,166.578,189.84,144.19,154.31,252.25,144.824,119.551,175.337,144.203,87.4948,231.086,144.78
495,0,82.8961,100.228,130.168,24.8895,61.722,130.209,98.4491,26.6819,129.068,59.4745,9.4538,129.38,13.8955,179.822,143.522,166.615,189.476,144.175,154.514,251.886,144.834,119.56,175.071,144.195,87.6287,230.912,144.764
496,0,82.872,100.209,130.149,24.8787,61.7089,130.175,98.4343,26.6526,129.043,59.4574,9.44142,129.345,13.8768,179.823,143.493,166.651,189.068,144.133,154.698,251.515,144.791,119.542,174.806,144.166,87.7589,230.694,144.751
497,0,82.8574,100.199,130.124,24.8778,61.6961,130.148,98.4285,26.6264,129.001,59.4562,9.43143,129.315,13.8918,179.808,143.438,166.687,188.718,144.12,154.874,251.171,144.787,119.543,174.541,144.149,87.8805,230.49,144.716
498,0,82.8473,100.196,130.13,24.8562,61.6922,130.164,98.4101,26.628,129.002,59.4376,9.4267,129.319,13.8793,179.784,143.445,166.708,188.378,144.133,155.032,250.837,144.791,119.509,174.336,144.17,87.9853,230.334,144.722
499,0,82.8493,100.209,130.151,24.8593,61.6986,130.182,98.4037,26.6431,129.05,59.4422,9.42825,129.339,13.8581,179.802,143.474,166.742,188.074,144.151,155.163,250.585,144.82,119.527,174.129,144.202,88.1031,230.2,144.733
500,0,82.8711,100.219,130.164,24.8681,61.7132,130.207,98.4211,26.671,129.076,59.4512,9.44658,129.371,13.8664,179.804,143.512,166.771,187.814,144.169,155.309,250.337,144.848,119.53,173.947,144.228,88.2147,230.07,144.749
501,0,82.8663,100.235,130.178,24.8683,61.7292,130.198,98.4306,26.6952,129.074,59.4521,9.45606,129.367,13.8951,179.807,143.499,166.81,187.545,144.161,155.456,250.09,144.822,119.541,173.777,144.22,88.3218,229.956,144.746
502,0,82.8676,100.223,130.138,24.8855,61.7181,130.159,98.4457,26.6663,129.037,59.4626,9.44827,129.336,13.9149,179.803,143.481,166.832,187.218,144.146,155.603,249.791,144.815,119.691,173.39,144.194,88.4418,229.806,144.732
503,0,82.8621,100.204,130.123,24.8657,61.6996,130.139,98.4288,26.6418,128.984,59.4509,9.43149,129.309,13.9022,179.781,143.463,166.854,186.885,144.151,155.747,249.486,144.838,119.673,173.156,144.184,88.5329,229.626,144.714
504,0,82.8575,100.196,130.123,24.8648,61.6928,130.147,98.4237,26.6227,128.993,59.4525,9.42338,129.302,13.9009,179.773,143.477,166.879,186.576,144.136,155.903,249.193,144.826,119.67,172.933,144.18,88.6356,229.463,144.694
505,0,82.8564,100.2,130.142,24.8573,61.6965,130.183,98.4083,26.633,129.031,59.4356,9.431,129.34,13.8762,179.765,143.49,166.908,186.264,144.15,156.061,248.905,144.816,119.675,172.711,144.193,88.7517,229.31,144.708
506,0,82.8704,100.224,130.172,24.8679,61.7081,130.215,98.4165,26.6496,129.065,59.4419,9.4392,129.374,13.8853,179.781,143.475,166.944,185.932,144.156,156.235,248.605,144.824,119.689,172.488,144.208,88.8875,229.155,144.708
507,0,82.8725,100.213,130.16,24.8814,61.7212,130.204,98.4295,26.6569,129.061,59.4594,9.44623,129.376,13.9227,179.769,143.463,166.996,185.563,144.16,156.431,248.238,144.814,119.689,172.232,144.201,89.0225,228.971,144.707
508,0,82.8587,100.224,130.154,24.8635,61.7207,130.176,98.4392,26.6696,129.041,59.4478,9.45958,129.35,13.9109,179.796,143.462,167.007,185.166,144.166,156.603,247.879,144.815,119.537,172.122,144.168,89.1633,228.792,144.701
509,0,82.8524,100.235,130.149,24.8595,61.7309,130.163,98.4166,26.6671,129.028,59.4357,9.46164,129.344,13.909,179.786,143.464,167.023,184.776,144.152,156.775,247.523,144.814,119.519,171.849,144.176,89.2812,228.583,144.723
510,0,82.8277,100.22,130.156,24.8265,61.7175,130.166,98.3736,26.6656,129.043,59.4122,9.45229,129.342,13.8869,179.758,143.485,167.036,184.401,144.165,156.923,247.18,144.812,119.51,171.585,144.18,89.3971,228.394,144.721
511,0,82.8141,100.195,130.14,24.7988,61.6898,130.167,98.3541,26.6379,129.039,59.3881,9.42654,129.323,13.8587,179.731,143.489,167.052,184.049,144.178,157.084,246.849,144.823,119.495,171.319,144.182,89.506,228.204,144.704
512,0,82.8022,100.163,130.136,24.7952,61.6463,130.156,98.3383,26.597,129.024,59.3714,9.38321,129.307,13.8372,179.679,143.487,167.064,183.701,144.176,157.22,246.509,144.826,119.483,171.056,144.192,89.6124,227.995,144.719
513,0,82.7908,100.127,130.138,24.7852,61.6192,130.133,98.3514,26.5598,128.996,59.3837,9.34926,129.29,13.8434,179.653,143.454,167.071,183.417,144.178,157.33,246.247,144.849,119.466,170.859,144.185,89.6918,227.83,144.72
514,0,82.795,100.139,130.134,24.8006,61.6137,130.119,98.3566,26.5427,128.976,59.3764,9.34067,129.283,13.8599,179.617,143.436,167.1,183.218,144.181,157.403,246.075,144.832,119.463,170.729,144.165,89.7567,227.726,144.711
515,0,82.8177,100.17,130.15,24.7825,61.6184,130.132,98.3617,26.5611,128.999,59.3787,9.35749,129.309,13.843,179.639,143.455,167.102,183.158,144.176,157.433,246.017,144.847,119.609,170.541,144.189,89.7702,227.713,144.725
516,0,82.8195,100.182,130.161,24.796,61.6515,130.168,98.3583,26.6063,129.053,59.3837,9.38136,129.338,13.8449,179.656,143.493,167.11,183.207,144.18,157.437,246.051,144.823,119.599,170.584,144.183,89.7737,227.745,144.723
517,0,82.8543,100.239,130.163,24.7999,61.6867,130.2,98.3649,26.6512,129.07,59.3966,9.42476,129.366,13.8403,179.699,143.496,167.124,183.248,144.145,157.444,246.103,144.793,119.617,170.627,144.181,89.7886,227.795,144.699
518,0,82.8252,100.229,130.169,24.8354,61.7226,130.213,98.3904,26.6683,129.088,59.4166,9.46078,129.383,13.8731,179.725,143.485,167.144,183.288,144.141,157.463,246.153,144.771,119.629,170.671,144.159,89.7994,227.827,144.681
519,0,82.8538,100.246,130.163,24.861,61.7272,130.208,98.4152,26.6781,129.072,59.4464,9.46039,129.399,13.8923,179.738,143.446,167.146,183.307,144.101,157.476,246.16,144.736,119.518,170.824,144.13,89.8219,227.838,144.64
520,0,82.8587,100.258,130.168,24.8696,61.7374,130.227,98.4209,26.6836,129.089,59.4501,9.47418,129.432,13.8767,179.756,143.434,167.145,183.327,144.102,157.474,246.176,144.73,119.52,170.832,144.137,89.8128,227.848,144.647
521,0,82.8606,100.254,130.191,24.8533,61.7341,130.256,98.4157,26.696,129.132,59.4427,9.47409,129.456,13.8695,179.729,143.464,167.136,183.395,144.116,157.435,246.24,144.742,119.511,170.879,144.144,89.7823,227.885,144.668
522,0,82.8237,100.224,130.192,24.8269,61.7141,130.25,98.3828,26.6818,129.141,59.419,9.45943,129.445,13.836,179.704,143.49,167.101,183.566,144.119,157.329,246.392,144.764,119.479,170.997,144.162,89.6983,227.967,144.674
523,0,82.8346,100.251,130.191,24.8105,61.7109,130.237,98.3829,26.6816,129.119,59.4068,9.44875,129.429,13.8044,179.692,143.504,167.058,183.868,144.139,157.158,246.69,144.763,119.474,171.212,144.173,89.5685,228.13,144.676
524,0,82.8417,100.242,130.152,24.831,61.7035,130.207,98.392,26.6564,129.075,59.4162,9.44478,129.397,13.7964,179.699,143.472,167.008,184.319,144.118,156.933,247.112,144.765,119.474,171.529,144.142,89.3959,228.359,144.658
525,0,82.8108,100.218,130.157,24.8327,61.7105,130.202,98.3978,26.6626,129.072,59.4193,9.44547,129.392,13.7707,179.735,143.461,166.955,184.929,144.115,156.64,247.675,144.774,119.446,171.968,144.154,89.1724,228.684,144.671
526,0,82.8202,100.226,130.169,24.8452,61.7178,130.218,98.3989,26.6658,129.097,59.429,9.45149,129.413,13.7581,179.778,143.44,166.899,185.684,144.128,156.3,248.368,144.787,119.59,172.337,144.187,88.9191,229.075,144.678
527,0,82.8199,100.247,130.194,24.8347,61.7307,130.251,98.3961,26.6892,129.128,59.4124,9.46247,129.449,13.72,179.82,143.469,166.802,186.541,144.142,155.888,249.169,144.8,119.583,172.953,144.194,88.6134,229.505,144.691
528,0,82.8302,100.27,130.203,24.8246,61.7432,130.279,98.3901,26.6986,129.167,59.4094,9.47537,129.485,13.7075,179.881,143.503,166.717,187.473,144.145,155.446,250.045,144.796,119.439,173.748,144.202,88.2828,229.986,144.718
529,0,82.8261,100.274,130.196,24.8237,61.7546,130.278,98.3705,26.7082,129.167,59.4058,9.48755,129.483,13.6547,179.979,143.484,166.612,188.48,144.155,154.967,250.967,144.782,119.426,174.444,144.198,87.9086,230.493,144.727
530,0,82.8013,100.269,130.17,24.8203,61.7589,130.246,98.3776,26.7011,129.133,59.4153,9.49461,129.457,13.6031,180.067,143.455,166.476,189.469,144.15,119.4,175.141,144.154,154.455,251.917,144.778,87.5459,231.024,144.745
531,0,82.7988,100.258,130.165,24.8144,61.7545,130.218,98.3762,26.702,129.111,59.3989,9.48244,129.428,13.4952,180.122,143.442,166.322,190.576,144.141,153.902,252.904,144.818,119.379,175.884,144.147,87.125,231.568,144.743
532,0,82.7848,100.241,130.167,24.808,61.7434,130.221,98.3582,26.6946,129.112,59.3961,9.47513,129.419,13.3772,180.21,143.445,166.179,191.696,144.182,153.326,253.915,144.871,119.339,176.641,144.187,86.7049,232.114,144.807
533,0,82.7963,100.239,130.174,24.8047,61.7304,130.235,98.3604,26.6959,129.127,59.3994,9.46692,129.425,13.3106,180.289,143.465,166.038,192.784,144.212,152.75,254.913,144.908,119.297,177.405,144.236,86.2802,232.681,144.811
534,0,82.7957,100.239,130.173,24.8017,61.7366,130.244,98.3628,26.6946,129.147,59.3922,9.468,129.439,13.2214,180.339,143.473,165.878,193.902,144.221,152.141,255.925,144.933,119.247,178.171,144.274,85.8406,233.214,144.812
535,0,82.8053,100.243,130.164,24.8099,61.7216,130.22,98.3694,26.6783,129.095,59.3979,9.46509,129.398,13.1581,180.364,143.457,165.686,195.026,144.237,151.507,256.935,144.971,119.204,178.936,144.274,85.3728,233.767,144.831
536,0,82.7608,100.221,130.147,24.7944,61.707,130.173,98.3665,26.6565,129.042,59.3856,9.44339,129.356,13.0822,180.377,143.448,165.437,196.148,144.24,150.849,257.959,144.998,119.11,179.711,144.278,84.8536,234.287,144.813
537,0,82.7707,100.262,130.165,24.7727,61.7075,130.164,98.3388,26.6656,129.049,59.3565,9.44748,129.353,13.0047,180.373,143.419,165.228,197.303,144.29,150.12,259.021,145.016,119.028,180.501,144.271,84.3286,234.833,144.82
538,0,82.732,100.224,130.178,24.739,61.688,130.196,98.2988,26.6596,129.099,59.3312,9.43608,129.392,12.9171,180.316,143.458,164.967,198.518,144.307,149.369,260.101,145,118.945,181.317,144.305,83.7462,235.373,144.859
539,0,82.723,100.223,130.198,24.7043,61.675,130.233,98.2667,26.6349,129.132,59.3004,9.41435,129.434,12.8252,180.213,143.478,164.699,199.795,144.333,148.531,261.244,145.037,118.841,182.167,144.319,83.1411,235.92,144.87
540,0,82.6811,100.185,130.184,24.6726,61.6641,130.241,98.236,26.6159,129.145,59.2688,9.39697,129.444,12.6955,180.177,143.454,164.413,201.116,144.307,147.697,262.401,145.051,118.723,183.046,144.32,82.5578,236.508,144.872
541,0,82.6262,100.17,130.19,24.6575,61.6716,130.258,98.2345,26.6267,129.16,59.2637,9.41186,129.481,12.647,180.151,143.428,164.083,202.434,144.269,146.871,263.534,145.002,118.617,183.913,144.294,81.9511,237.1,144.815
542,0,82.6522,100.232,130.189,24.6592,61.6934,130.259,98.2284,26.6345,129.164,59.2519,9.42925,129.495,12.6362,180.185,143.419,163.799,203.756,144.248,146.057,264.713,144.959,118.499,184.843,144.247,81.3721,237.688,144.809
543,0,82.6497,100.247,130.201,24.6596,61.7292,130.262,98.2334,26.6817,129.174,59.2417,9.45478,129.502,12.5745,180.209,143.402,163.463,205.123,144.277,145.191,265.93,144.945,118.349,185.809,144.279,80.7453,238.323,144.818
544,0,82.6792,100.303,130.207,24.6665,61.7715,130.284,98.2382,26.7322,129.204,59.2637,9.50352,129.526,12.5522,180.222,143.431,163.153,206.482,144.338,144.323,267.151,144.997,118.187,186.762,144.286,80.1454,238.931,144.848
545,0,82.6776,100.304,130.226,24.6912,61.7866,130.296,98.2474,26.7546,129.222,59.278,9.52085,129.541,12.5623,180.209,143.459,162.871,207.8,144.356,143.47,268.293,145.046,118.063,187.691,144.33,79.5388,239.49,144.879
546,0,82.6836,100.267,130.201,24.7091,61.7708,130.284,98.2615,26.7232,129.188,59.3006,9.50191,129.508,12.5724,180.184,143.475,162.541,209.073,144.362,142.638,269.375,145.087,117.931,188.544,144.337,78.9442,240.015,144.917
547,0,82.7021,100.273,130.193,24.7082,61.7323,130.255,98.2705,26.6935,129.158,59.2997,9.46584,129.48,12.5697,180.183,143.44,162.185,210.364,144.371,141.723,270.465,145.086,117.76,189.45,144.357,78.3004,240.563,144.938
548,0,82.6858,100.227,130.198,24.7205,61.7227,130.258,98.2853,26.6772,129.17,59.3176,9.45485,129.488,12.5624,180.193,143.443,161.78,211.711,144.365,140.778,271.61,145.058,117.571,190.389,144.335,77.6324,241.143,144.913
549,0,82.6687,100.237,130.222,24.7103,61.734,130.303,98.2655,26.6799,129.218,59.29,9.46381,129.547,12.5612,180.173,143.438,161.365,213.073,144.356,139.77,272.825,144.993,117.372,191.373,144.334,76.9482,241.727,144.852
550,0,82.6832,100.26,130.232,24.6733,61.7301,130.321,98.2414,26.6916,129.234,59.2677,9.45728,129.567,12.5553,180.127,143.45,160.915,214.538,144.368,138.696,274.075,144.983,117.126,192.372,144.342,76.202,242.325,144.84
551,0,82.6661,100.262,130.24,24.6455,61.7354,130.318,98.2123,26.6921,129.238,59.2373,9.45861,129.568,12.5235,180.149,143.46,160.418,216.026,144.383,137.606,275.304,145.029,116.862,193.361,144.37,75.4402,242.906,144.83
552,0,82.6248,100.267,130.239,24.6167,61.7437,130.319,98.2009,26.702,129.264,59.2333,9.47787,129.585,12.515,180.162,143.43,159.897,217.525,144.371,136.508,276.537,144.988,116.589,194.414,144.366,74.6433,243.528,144.835
553,0,82.5901,100.255,130.235,24.6088,61.7426,130.313,98.1745,26.691,129.235,59.2035,9.47113,129.571,12.4709,180.189,143.402,159.379,219.025,144.384,135.332,277.785,145.034,116.295,195.438,144.371,73.85,244.146,144.83
554,0,82.5686,100.269,130.242,24.5576,61.7249,130.303,98.1339,26.6902,129.234,59.167,9.47114,129.563,12.3878,180.222,143.423,158.704,220.571,144.476,134.122,279.057,145.091,115.932,196.529,144.42,72.9694,244.756,144.898
555,0,82.5342,100.232,130.212,24.5223,61.6892,130.271,98.1092,26.6666,129.197,59.1455,9.42919,129.507,12.2973,180.232,143.432,157.989,222.166,144.569,132.828,280.305,145.218,115.569,197.586,144.476,72.0816,245.337,144.972
556,0,82.4948,100.192,130.204,24.4575,61.6474,130.219,98.0384,26.6085,129.15,59.0692,9.37557,129.422,12.0873,180.393,143.472,157.403,223.552,144.724,131.524,281.572,145.368,115.109,198.673,144.559,71.1315,245.976,145.109
557,0,82.4947,100.177,130.203,24.4536,61.625,130.202,98.0374,26.5971,129.122,59.0638,9.36617,129.409,11.9987,180.532,143.448,156.606,225.276,144.743,130.213,282.891,145.374,114.691,199.8,144.577,70.1947,246.621,145.088
558,0,82.484,100.187,130.203,24.4524,61.6367,130.193,98.0481,26.6026,129.125,59.0689,9.3723,129.413,11.8382,180.81,143.441,156.02,226.48,144.751,129.151,283.921,145.441,114.241,200.729,144.566,69.4122,247.214,145.104
559,0,82.4735,100.199,130.215,24.4551,61.6507,130.203,98.0706,26.6267,129.138,59.0804,9.39281,129.429,11.6491,181.229,143.409,155.469,227.571,144.724,128.218,284.862,145.393,113.811,201.572,144.552,68.6825,247.79,145.065
560,0,82.4788,100.249,130.233,24.4726,61.7038,130.258,98.0567,26.6618,129.199,59.085,9.42981,129.509,11.5118,181.574,143.383,154.945,228.571,144.714,127.35,285.752,145.351,113.402,202.396,144.56,68.0521,248.362,145.034
561,0,82.4949,100.28,130.262,24.4686,61.7366,130.32,98.0706,26.7005,129.262,59.0957,9.46404,129.585,11.3314,181.89,143.421,154.449,229.525,144.727,126.516,286.611,145.333,113.027,203.155,144.609,67.4157,248.891,145.02
562,0,82.5236,100.312,130.273,24.4989,61.7681,130.36,98.0848,26.7254,129.307,59.1182,9.49273,129.636,11.1992,182.088,143.496,154.026,230.352,144.757,125.853,287.303,145.286,112.719,203.808,144.628,66.9113,249.296,145
563,0,82.5107,100.295,130.274,24.5169,61.7705,130.351,98.1165,26.7536,129.295,59.1439,9.49926,129.621,11.0934,182.213,143.506,153.695,230.987,144.779,125.255,287.849,145.3,112.51,204.287,144.617,66.4948,249.587,145.016
564,0,82.5262,100.309,130.262,24.5223,61.7507,130.312,98.1345,26.7345,129.239,59.1458,9.49271,129.584,11.0351,182.267,143.492,153.436,231.478,144.781,124.776,288.251,145.325,112.343,204.626,144.624,66.1568,249.774,145.023
565,0,82.5096,100.289,130.255,24.5038,61.7523,130.297,98.0968,26.7278,129.241,59.1232,9.4829,129.57,10.9692,182.313,143.508,153.216,231.865,144.81,124.389,288.552,145.341,112.196,204.906,144.633,65.8604,249.943,145.052
566,0,82.485,100.28,130.267,24.4815,61.7402,130.301,98.0745,26.7149,129.241,59.1094,9.46455,129.562,10.9087,182.343,143.54,152.996,232.221,144.837,124.053,288.819,145.41,112.055,205.133,144.679,65.63,250.068,145.076
567,0,82.4531,100.266,130.254,24.4527,61.7235,130.294,98.0363,26.7044,129.24,59.0743,9.44206,129.53,10.8413,182.336,143.553,152.814,232.502,144.908,123.727,289.037,145.455,111.831,205.411,144.717,65.3975,250.157,145.105
568,0,82.4341,100.255,130.232,24.4304,61.7031,130.279,98.0187,26.6915,129.211,59.0462,9.44082,129.521,10.8123,182.317,143.562,152.635,232.805,144.922,123.442,289.261,145.484,111.712,205.616,144.744,65.1821,250.252,145.117
569,0,82.4143,100.238,130.223,24.4092,61.6874,130.244,98.0121,26.671,129.185,59.0427,9.43095,129.481,10.7965,182.302,143.536,152.455,233.122,144.885,123.158,289.473,145.495,111.615,205.789,144.744,64.9817,250.353,145.103
570,0,82.4218,100.235,130.21,24.418,61.6718,130.222,98.0107,26.6482,129.154,59.0468,9.41867,129.451,10.7872,182.284,143.509,152.284,233.431,144.886,122.858,289.722,145.496,111.511,206.007,144.728,64.7698,250.445,145.093
571,0,82.4414,100.248,130.227,24.4298,61.6968,130.232,98.0305,26.677,129.181,59.0736,9.42736,129.471,10.8099,182.285,143.53,152.105,233.816,144.888,122.508,290.041,145.532,111.436,206.269,144.739,64.5493,250.583,145.106
572,0,82.4706,100.263,130.251,24.4701,61.7195,130.278,98.058,26.6983,129.226,59.0975,9.45191,129.523,10.8289,182.297,143.561,151.921,234.266,144.876,122.17,290.378,145.502,111.342,206.595,144.732,64.339,250.742,145.117
573,0,82.5353,100.315,130.287,24.5222,61.7612,130.332,98.116,26.7468,129.286,59.1445,9.49517,129.59,10.8708,182.339,143.586,151.727,234.813,144.835,121.781,290.785,145.46,111.257,207.007,144.706,64.0918,250.949,145.088
574,0,82.6107,100.348,130.272,24.6079,61.8083,130.368,98.1873,26.7812,129.299,59.2234,9.5457,129.638,10.9785,182.372,143.551,151.532,235.451,144.734,121.299,291.305,145.332,111.158,207.457,144.637,63.8143,251.174,145.018
575,0,82.6613,100.384,130.274,24.6913,61.8616,130.411,98.2563,26.8237,129.346,59.289,9.59996,129.708,11.0724,182.394,143.504,151.25,236.263,144.605,120.693,291.922,145.192,111.053,208.034,144.542,63.4331,251.481,144.91
576,0,82.724,100.46,130.321,24.7482,61.9565,130.521,98.309,26.8991,129.457,59.3474,9.68627,129.856,11.1969,182.396,143.486,150.841,237.376,144.491,119.812,292.828,145.022,110.852,208.814,144.459,62.9078,251.886,144.831
577,0,82.8002,100.574,130.392,24.8081,62.0658,130.69,98.3776,27.0029,129.632,59.3989,9.78772,130.069,11.3606,182.412,143.455,150.207,238.995,144.337,118.481,294.05,144.827,110.551,209.953,144.392,62.0947,252.429,144.745
578,0,82.8727,100.666,130.457,24.8776,62.1492,130.811,98.4437,27.1,129.765,59.4614,9.86764,130.227,11.6441,182.222,143.417,149.289,241.104,144.208,116.65,295.581,144.719,110.138,211.381,144.336,60.9453,252.976,144.695
579,0,82.9278,100.718,130.462,24.9127,62.1656,130.824,98.4826,27.1247,129.762,59.5062,9.88926,130.248,11.797,182.003,143.403,148.171,243.228,144.189,114.595,297.122,144.718,109.565,212.818,144.284,59.6575,253.54,144.675
580,0,82.929,100.75,130.447,24.9295,62.1817,130.818,98.4934,27.1325,129.76,59.5088,9.91071,130.259,11.8908,181.849,143.367,147.069,245.269,144.14,112.525,298.585,144.646,108.983,214.221,144.219,58.4095,254.024,144.606
581,0,82.9364,100.759,130.435,24.9361,62.1997,130.826,98.4828,27.126,129.752,59.5075,9.91764,130.283,11.9969,181.707,143.364,146.032,247.099,144.097,110.699,299.867,144.565,108.425,215.468,144.211,57.2487,254.512,144.557
582,0,82.9146,100.729,130.45,24.9094,62.2039,130.865,98.4702,27.124,129.793,59.4887,9.92396,130.312,12.0159,181.6,143.38,145.032,248.711,144.11,109.015,300.981,144.593,107.853,216.564,144.238,56.179,254.951,144.558
583,0,82.9185,100.746,130.481,24.8957,62.1984,130.887,98.4489,27.1327,129.833,59.4708,9.91212,130.329,12.0235,181.495,143.439,144.094,250.149,144.212,107.443,301.99,144.664,107.265,217.552,144.338,55.1402,255.279,144.62
584,0,82.8887,100.7,130.485,24.8759,62.1803,130.874,98.4369,27.1126,129.815,59.4476,9.89022,130.307,12.0641,181.393,143.434,143.241,251.377,144.29,106.011,302.815,144.716,106.767,218.409,144.357,54.2319,255.541,144.657
585,0,82.897,100.694,130.479,24.8783,62.1568,130.83,98.4352,27.0937,129.78,59.4556,9.86827,130.26,12.084,181.316,143.423,142.42,252.584,144.335,104.639,303.625,144.751,106.307,219.245,144.36,53.4062,255.827,144.635
586,0,82.864,100.646,130.441,24.8864,62.1275,130.76,98.4461,27.0651,129.702,59.4537,9.83805,130.193,12.1049,181.228,143.369,141.543,253.806,144.314,103.243,304.439,144.788,105.81,220.08,144.327,52.4917,256.102,144.628
587,0,82.8425,100.584,130.402,24.8584,62.0796,130.696,98.4126,27.0002,129.636,59.4157,9.78805,130.105,12.0865,181.153,143.349,140.487,255.148,144.342,101.571,305.32,144.838,105.168,221.005,144.344,51.443,256.369,144.615
588,0,82.7998,100.554,130.393,24.8094,62.0633,130.683,98.3578,26.973,129.637,59.3815,9.7554,130.091,12.0336,181.044,143.389,139.356,256.604,144.378,99.8074,306.274,144.896,104.475,222.02,144.381,50.2899,256.667,144.694
589,0,82.7731,100.532,130.392,24.774,62.0467,130.699,98.3104,26.9611,129.66,59.3292,9.73381,130.097,12.0475,180.934,143.397,138.19,258.082,144.462,97.9351,307.236,144.956,103.787,223.028,144.447,49.1227,256.937,144.759
590,0,82.7343,100.517,130.405,24.7443,62.0245,130.7,98.2975,26.9523,129.669,59.3119,9.72249,130.105,12.0822,180.796,143.432,137.056,259.54,144.512,96.1402,308.148,145.017,103.116,224.014,144.502,48.0085,257.171,144.814
591,0,82.7255,100.517,130.391,24.7403,62.0152,130.658,98.3038,26.9285,129.625,59.3146,9.72128,130.059,12.1784,180.699,143.384,135.938,260.895,144.556,94.4349,308.964,145.062,102.469,224.939,144.488,46.9469,257.406,144.812
592,0,82.7122,100.514,130.407,24.7341,62.0167,130.639,98.3012,26.9346,129.588,59.3077,9.7271,130.039,12.2038,180.655,143.372,134.91,262.226,144.553,92.8059,309.77,145.109,101.842,225.853,144.514,45.9466,257.64,144.811
593,0,82.703,100.541,130.407,24.7274,62.0457,130.65,98.2924,26.9726,129.616,59.2919,9.74585,130.062,12.1945,180.647,143.388,133.858,263.479,144.533,91.2673,310.514,145.074,101.207,226.748,144.469,44.9954,257.885,144.795
594,0,82.7117,100.573,130.427,24.7267,62.0852,130.702,98.2907,27.0053,129.671,59.3004,9.77519,130.115,12.1962,180.647,143.431,132.879,264.678,144.492,89.7305,311.272,145.082,100.629,227.616,144.434,44.0344,258.092,144.805
