Trajectories
100
,,mechanicle_knee:thigh1,,,mechanicle_knee:thigh2,,,mechanicle_knee:thigh3,,,mechanicle_knee:thigh4,,,mechanicle_knee:thigh5,,,mechanicle_knee:shank1,,,mechanicle_knee:shank2,,,mechanicle_knee:shank3,,,mechanicle_knee:shank4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
87,0,83.1376,100.114,130.405,25.0409,61.6693,130.113,98.6244,26.6655,129.003,59.6612,9.42186,129.272,12.1316,179.535,143.479,-26.6119,299.191,146.466,-82.5362,268.948,146.232,1.22661,258.733,145.709,-42.5276,211.444,145.058
88,0,83.2015,100.219,130.373,25.031,61.6758,130.124,98.63,26.6736,129.007,59.6667,9.42707,129.275,12.1336,179.519,143.531,-26.5938,299.227,146.479,-82.5317,268.956,146.24,1.2381,258.737,145.72,-42.5197,211.456,145.057
89,0,83.1764,100.166,130.391,25.0455,61.6814,130.124,98.6436,26.6694,129.003,59.681,9.43311,129.278,12.1577,179.51,143.532,-26.5737,299.226,146.457,-82.5136,268.952,146.227,1.24399,258.73,145.703,-42.5099,211.454,145.052
90,0,83.1891,100.094,130.441,25.0632,61.6714,130.122,98.655,26.6626,129.003,59.696,9.43122,129.284,12.1518,179.515,143.537,-26.5608,299.222,146.452,-82.5002,268.952,146.223,1.26588,258.743,145.703,-42.4859,211.46,145.045
91,0,83.1993,100.089,130.448,25.0709,61.6871,130.133,98.6657,26.6708,129.028,59.7135,9.4368,129.297,12.1705,179.515,143.554,-26.5367,299.232,146.456,-82.4872,268.959,146.238,1.28111,258.747,145.713,-42.4676,211.463,145.059
92,0,83.2214,100.115,130.48,25.0846,61.6882,130.157,98.6813,26.6903,129.061,59.715,9.44238,129.327,12.1713,179.508,143.583,-26.5267,299.245,146.498,-82.4729,268.969,146.27,1.28847,258.751,145.739,-42.4688,211.467,145.089
93,0,83.2303,100.122,130.498,25.0704,61.6891,130.178,98.661,26.6902,129.084,59.7123,9.43554,129.34,12.1833,179.52,143.588,-26.5295,299.249,146.523,-82.4756,268.971,146.299,1.288,258.76,145.764,-42.4717,211.468,145.111
94,0,83.2174,100.097,130.488,25.0754,61.6876,130.144,98.6573,26.6755,129.04,59.693,9.42412,129.32,12.1811,179.517,143.553,-26.5088,299.243,146.483,-82.4741,268.966,146.264,1.28974,258.75,145.715,-42.4711,211.473,145.077
95,0,83.2233,100.124,130.466,25.0675,61.6859,130.129,98.6493,26.6681,129.018,59.6971,9.43075,129.296,12.1807,179.531,143.507,-26.5386,299.234,146.435,-82.4736,268.974,146.22,1.2866,258.752,145.693,-42.4724,211.475,145.044
96,0,83.2038,100.123,130.441,25.0577,61.6961,130.107,98.662,26.6833,128.984,59.6899,9.4495,129.282,12.1596,179.545,143.507,-26.5404,299.244,146.402,-82.4808,268.983,146.192,1.27617,258.766,145.658,-42.4818,211.49,145.023
97,0,83.1424,100.142,130.391,25.0432,61.7099,130.129,98.6229,26.6895,129.012,59.6633,9.45972,129.288,12.1658,179.563,143.496,-26.5396,299.263,146.409,-82.4829,269.011,146.192,1.25926,258.798,145.668,-42.4942,211.506,145.018
98,0,83.1718,100.203,130.423,25.0271,61.7349,130.164,98.6149,26.7165,129.065,59.6459,9.47732,129.345,12.1558,179.583,143.538,-26.5438,299.305,146.438,-82.4978,269.056,146.236,1.26137,258.825,145.699,-42.506,211.538,145.059
99,0,83.1723,100.189,130.459,25.0245,61.7413,130.202,98.6068,26.7393,129.1,59.6391,9.48981,129.375,12.1529,179.62,143.524,-26.5609,299.295,146.432,-82.4864,269.074,146.241,1.28252,258.833,145.709,-42.4917,211.555,145.081
100,0,83.1756,100.202,130.473,25.0404,61.7506,130.218,98.6219,26.7249,129.121,59.6583,9.48323,129.402,12.1662,179.586,143.571,-26.4984,299.329,146.454,-82.473,269.08,146.25,1.30251,258.839,145.708,-42.4737,211.56,145.09
101,0,83.2142,100.164,130.497,25.0544,61.7428,130.202,98.6407,26.7067,129.096,59.6597,9.47572,129.396,12.1989,179.587,143.545,-26.4518,299.324,146.419,-82.4319,269.071,146.222,1.32819,258.827,145.68,-42.453,211.562,145.075
102,0,83.2241,100.183,130.463,25.0476,61.7198,130.17,98.6306,26.6947,129.071,59.6672,9.46599,129.369,12.212,179.598,143.498,-26.4197,299.325,146.383,-82.389,269.069,146.191,1.35071,258.816,145.653,-42.4342,211.563,145.043
103,0,83.2058,100.138,130.493,25.054,61.7276,130.185,98.6248,26.6942,129.067,59.6731,9.469,129.378,12.2138,179.599,143.516,-26.3741,299.35,146.375,-82.3613,269.123,146.2,1.38511,258.835,145.658,-42.426,211.587,145.037
104,0,83.2131,100.157,130.486,25.0504,61.736,130.204,98.613,26.6933,129.083,59.6435,9.46476,129.388,12.2002,179.597,143.53,-26.3158,299.388,146.377,-82.3346,269.169,146.204,1.41974,258.849,145.649,-42.4103,211.621,145.049
105,0,83.2547,100.237,130.457,25.0356,61.742,130.236,98.5981,26.6927,129.127,59.6345,9.47507,129.421,12.2167,179.624,143.543,-26.261,299.426,146.377,-82.2839,269.232,146.217,1.46341,258.879,145.664,-42.4019,211.668,145.06
106,0,83.2001,100.178,130.509,25.0143,61.7634,130.242,98.5973,26.7213,129.148,59.6175,9.4945,129.457,12.214,179.652,143.531,-26.1842,299.489,146.344,-82.2056,269.33,146.19,1.51959,258.917,145.638,-42.3781,211.741,145.057
107,0,83.1408,100.216,130.453,25.0031,61.7876,130.252,98.5752,26.7329,129.159,59.5998,9.52027,129.478,12.2035,179.701,143.54,-26.0749,299.572,146.33,-82.1636,269.453,146.178,1.58316,258.986,145.626,-42.3505,211.837,145.032
108,0,83.1286,100.258,130.464,24.9916,61.8166,130.268,98.5564,26.7678,129.177,59.582,9.55217,129.5,12.213,179.752,143.544,-25.9663,299.654,146.308,-82.0491,269.601,146.175,1.67877,259.043,145.607,-42.3141,211.946,145.042
109,0,83.1135,100.247,130.481,24.9929,61.852,130.284,98.541,26.79,129.193,59.5676,9.57923,129.512,12.239,179.835,143.491,-25.8284,299.737,146.312,-81.9693,269.727,146.169,1.77045,259.099,145.597,-42.2588,212.068,145.029
110,0,83.145,100.282,130.48,25.0048,61.862,130.298,98.5516,26.8001,129.2,59.5784,9.5881,129.525,12.2616,179.865,143.491,-25.6438,299.817,146.305,-81.8356,269.896,146.183,1.91609,259.174,145.601,-42.1997,212.184,145.034
111,0,83.1753,100.271,130.467,25.0181,61.8494,130.281,98.5831,26.7833,129.166,59.6027,9.57893,129.5,12.2995,179.859,143.524,-25.4612,299.873,146.292,-81.6491,270.042,146.177,2.06079,259.185,145.571,-42.1179,212.276,145.032
112,0,83.1608,100.243,130.469,25.0382,61.8342,130.278,98.5993,26.7648,129.17,59.6161,9.55728,129.503,12.3164,179.865,143.534,-25.2813,299.929,146.286,-81.5163,270.16,146.192,2.18677,259.207,145.582,-42.0434,212.358,145.039
113,0,83.2312,100.281,130.47,25.0264,61.8053,130.273,98.5884,26.7338,129.173,59.6251,9.53336,129.492,12.3529,179.873,143.507,-25.1047,299.985,146.294,-81.3826,270.281,146.215,2.29686,259.215,145.588,-41.9994,212.426,145.04
114,0,83.2027,100.23,130.5,25.0314,61.8109,130.293,98.5782,26.7394,129.192,59.6068,9.52866,129.511,12.3566,179.881,143.53,-24.9516,300.049,146.314,-81.2822,270.413,146.241,2.38736,259.245,145.627,-41.963,212.505,145.06
115,0,83.1964,100.232,130.536,25.014,61.8266,130.299,98.5635,26.7583,129.203,59.6001,9.54901,129.52,12.3424,179.921,143.547,-24.7942,300.138,146.347,-81.2078,270.545,146.275,2.47111,259.287,145.649,-41.9398,212.594,145.078
116,0,83.1652,100.207,130.519,25.0268,61.8397,130.283,98.5675,26.7703,129.171,59.5945,9.57157,129.495,12.3543,179.959,143.523,-24.6636,300.215,146.338,-81.1244,270.65,146.247,2.54719,259.326,145.623,-41.8983,212.667,145.047
117,0,83.2016,100.261,130.496,25.0417,61.8541,130.27,98.5911,26.7823,129.153,59.6156,9.58615,129.478,12.3137,179.983,143.475,-24.563,300.266,146.307,-81.0457,270.722,146.224,2.61953,259.359,145.587,-41.8621,212.728,145.034
118,0,83.1982,100.249,130.483,25.0608,61.8654,130.248,98.6163,26.7879,129.13,59.6325,9.59865,129.472,12.4095,180.017,143.47,-24.4652,300.315,146.273,-80.9884,270.791,146.188,2.69511,259.387,145.562,-41.8145,212.785,145.004
119,0,83.231,100.286,130.476,25.0675,61.8781,130.269,98.6228,26.7949,129.153,59.6449,9.60233,129.494,12.4175,180.019,143.491,-24.3808,300.342,146.26,-80.907,270.878,146.202,2.7468,259.412,145.555,-41.7954,212.83,145.014
120,0,83.2644,100.309,130.497,25.0777,61.8801,130.32,98.6336,26.8109,129.212,59.6664,9.61,129.54,12.4388,180.052,143.514,-24.2945,300.392,146.315,-80.838,270.925,146.234,2.81758,259.436,145.593,-41.7441,212.881,145.04
121,0,83.2913,100.334,130.519,25.0779,61.8735,130.345,98.6277,26.8037,129.246,59.6684,9.59974,129.581,12.4472,180.075,143.502,-24.1987,300.421,146.318,-80.7626,270.999,146.263,2.88524,259.455,145.619,-41.7194,212.919,145.073
122,0,83.2681,100.3,130.526,25.0762,61.864,130.349,98.6178,26.7877,129.256,59.6592,9.58729,129.584,12.4354,180.061,143.54,-24.0829,300.455,146.309,-80.6651,271.112,146.267,2.98258,259.497,145.644,-41.6877,212.978,145.077
123,0,83.246,100.282,130.508,25.0499,61.8598,130.31,98.6048,26.7703,129.196,59.6342,9.58529,129.534,12.4396,180.065,143.5,-23.9546,300.493,146.282,-80.5542,271.248,146.238,3.05553,259.473,145.597,-41.6639,213.058,145.043
124,0,83.1959,100.238,130.499,25.0425,61.8522,130.284,98.5923,26.7685,129.162,59.6179,9.57962,129.491,12.441,180.108,143.432,-23.8105,300.545,146.258,-80.438,271.357,146.214,3.14814,259.505,145.571,-41.6085,213.132,145.021
125,0,83.1874,100.222,130.49,25.0433,61.8585,130.268,98.6035,26.7805,129.137,59.6189,9.58699,129.479,12.4445,180.116,143.47,-23.6458,300.62,146.246,-80.2866,271.546,146.22,3.25704,259.546,145.542,-41.5586,213.241,145.004
126,0,83.2012,100.254,130.488,25.057,61.8729,130.281,98.608,26.7953,129.159,59.6347,9.59469,129.491,12.4526,180.146,143.497,-23.46,300.695,146.267,-80.1435,271.713,146.222,3.38463,259.594,145.55,-41.5005,213.358,145.007
127,0,83.2475,100.294,130.503,25.0681,61.8859,130.299,98.6282,26.816,129.185,59.6515,9.61739,129.513,12.4624,180.164,143.516,-23.2258,300.791,146.307,-79.9504,271.918,146.254,3.54458,259.643,145.581,-41.4226,213.487,145.037
128,0,83.2536,100.284,130.503,25.0909,61.8844,130.314,98.6388,26.8119,129.198,59.6751,9.61141,129.522,12.4801,180.184,143.523,-23.0012,300.879,146.339,-79.7746,272.091,146.292,3.70055,259.674,145.6,-41.348,213.603,145.061
129,0,83.2639,100.299,130.507,25.0873,61.8796,130.323,98.6382,26.7979,129.215,59.6814,9.59855,129.554,12.4876,180.232,143.479,-22.7602,300.979,146.348,-79.6337,272.237,146.286,3.83374,259.7,145.607,-41.2763,213.719,145.066
130,0,83.2237,100.242,130.499,25.088,61.8577,130.306,98.6335,26.7858,129.205,59.6847,9.59406,129.529,12.4979,180.216,143.512,-22.4781,301.077,146.332,-79.4239,272.468,146.285,4.00818,259.737,145.584,-41.2137,213.854,145.046
131,0,83.2309,100.248,130.495,25.0769,61.8379,130.282,98.6307,26.7605,129.159,59.6647,9.56716,129.496,12.4653,180.226,143.527,-22.1778,301.19,146.337,-79.2012,272.716,146.287,4.21225,259.762,145.595,-41.1422,214.001,145.034
132,0,83.159,100.223,130.42,25.0716,61.8315,130.249,98.6284,26.7602,129.121,59.6503,9.56133,129.449,12.4812,180.259,143.508,-21.8628,301.326,146.338,-78.8417,273.144,146.317,4.43254,259.813,145.582,-41.0345,214.18,145.025
133,0,83.1838,100.206,130.442,25.0826,61.8259,130.239,98.6248,26.7572,129.112,59.657,9.55539,129.432,12.4939,180.322,143.43,-21.5169,301.419,146.348,-78.5408,273.464,146.288,4.68117,259.849,145.569,-40.9456,214.364,145.026
134,0,83.1994,100.237,130.441,25.0901,61.8382,130.25,98.6422,26.7675,129.122,59.6704,9.57246,129.459,12.5149,180.352,143.46,-21.1573,301.571,146.341,-78.2286,273.81,146.28,4.93284,259.93,145.568,-40.847,214.569,145.036
135,0,83.2398,100.27,130.467,25.1068,61.8742,130.305,98.6603,26.794,129.165,59.6981,9.59452,129.51,12.5203,180.404,143.486,-20.6842,301.774,146.339,-77.8953,274.191,146.303,5.20387,260.03,145.575,-40.6974,214.826,145.064
136,0,83.2553,100.307,130.472,25.0999,61.8797,130.334,98.6559,26.8031,129.213,59.6935,9.60722,129.535,12.5264,180.408,143.527,-20.2214,301.945,146.384,-77.5472,274.582,146.348,5.50047,260.11,145.621,-40.578,215.072,145.103
137,0,83.2593,100.311,130.467,25.1023,61.8739,130.313,98.6482,26.8008,129.201,59.6889,9.60168,129.526,12.5038,180.434,143.513,-19.7375,302.104,146.388,-77.1602,274.986,146.358,5.83275,260.185,145.613,-40.4328,215.334,145.112
138,0,83.2183,100.279,130.47,25.0911,61.8673,130.306,98.646,26.8048,129.187,59.6867,9.59818,129.518,12.5705,180.468,143.437,-19.2196,302.302,146.373,-76.7548,275.456,146.322,6.16549,260.272,145.62,-40.286,215.617,145.097
139,0,83.2014,100.297,130.444,25.0752,61.8665,130.275,98.6462,26.7856,129.133,59.6599,9.59839,129.496,12.5783,180.48,143.465,-18.6369,302.529,146.322,-76.2983,275.91,146.285,6.52589,260.349,145.555,-40.1338,215.919,145.06
140,0,83.1892,100.295,130.413,25.0802,61.8766,130.27,98.6355,26.7879,129.139,59.6683,9.60429,129.492,12.5894,180.548,143.363,-18.104,302.766,146.257,-75.8835,276.386,146.222,6.90595,260.425,145.514,-39.9747,216.23,145.024
141,0,83.177,100.298,130.403,25.0848,61.8863,130.299,98.6281,26.8007,129.156,59.6548,9.60291,129.508,12.5507,180.528,143.442,-17.4846,303.008,146.294,-75.4042,276.922,146.221,7.30296,260.513,145.546,-39.81,216.562,145.047
142,0,83.2516,100.427,130.369,25.0826,61.8846,130.339,98.6449,26.8148,129.21,59.6737,9.61871,129.567,12.5735,180.539,143.465,-16.8581,303.186,146.319,-74.8996,277.484,146.282,7.71362,260.642,145.595,-39.6299,216.912,145.096
143,0,83.229,100.426,130.384,25.0826,61.9025,130.368,98.6346,26.8375,129.265,59.6666,9.62703,129.604,12.5725,180.556,143.523,-16.1557,303.461,146.354,-74.3936,278.041,146.316,8.12218,260.707,145.633,-39.4483,217.28,145.124
144,0,83.2439,100.467,130.386,25.1139,61.9254,130.383,98.6737,26.8653,129.286,59.7004,9.65677,129.629,12.6076,180.583,143.499,-15.5257,303.715,146.374,-73.8587,278.578,146.327,8.55914,260.798,145.588,-39.264,217.602,145.125
145,0,83.197,100.414,130.38,25.1072,61.9252,130.346,98.6805,26.8599,129.255,59.7128,9.65829,129.606,12.6323,180.592,143.463,-14.8969,303.885,146.277,-73.3167,279.109,146.298,9.00572,260.917,145.548,-39.0797,217.947,145.077
146,0,83.1712,100.402,130.326,25.1078,61.9094,130.302,98.6734,26.8526,129.17,59.705,9.65095,129.531,12.6454,180.589,143.42,-14.2342,304.095,146.229,-72.8316,279.594,146.265,9.3896,260.966,145.508,-38.9105,218.281,145.032
147,0,83.1514,100.4,130.273,25.0976,61.9078,130.27,98.6473,26.8273,129.126,59.6938,9.64233,129.496,12.6337,180.581,143.408,-13.5495,304.291,146.243,-72.3148,280.125,146.241,9.83664,261.097,145.487,-38.7412,218.615,145.021
148,0,83.1384,100.403,130.265,25.0746,61.8849,130.281,98.623,26.8154,129.143,59.6589,9.62199,129.487,12.6065,180.551,143.438,-12.8183,304.483,146.308,-71.7049,280.75,146.325,10.2768,261.127,145.566,-38.5419,218.989,145.065
149,0,83.1441,100.42,130.277,25.0645,61.8775,130.328,98.6191,26.8142,129.209,59.6552,9.61017,129.54,12.6069,180.523,143.471,-12.1016,304.692,146.361,-71.1463,281.3,146.365,10.7142,261.164,145.574,-38.3628,219.323,145.097
150,0,83.133,100.424,130.291,25.0772,61.8724,130.353,98.637,26.8149,129.241,59.662,9.59949,129.575,12.555,180.499,143.529,-11.4024,304.894,146.367,-70.5712,281.846,146.375,11.2093,261.262,145.595,-38.1707,219.669,145.122
151,0,83.1026,100.394,130.291,25.062,61.8749,130.326,98.6259,26.8069,129.202,59.6575,9.60589,129.541,12.5417,180.494,143.507,-10.7533,305.066,146.364,-70.0254,282.388,146.362,11.6238,261.313,145.591,-38.005,219.999,145.122
152,0,83.0636,100.362,130.256,25.0516,61.8709,130.293,98.6026,26.8085,129.171,59.6471,9.60291,129.502,12.5395,180.508,143.484,-10.14,305.233,146.323,-69.5156,282.855,146.334,11.9807,261.346,145.579,-37.8422,220.32,145.106
153,0,83.0793,100.377,130.236,25.063,61.8773,130.275,98.6168,26.82,129.15,59.649,9.61664,129.487,12.5491,180.525,143.466,-9.49422,305.433,146.303,-69.008,283.326,146.328,12.3727,261.409,145.544,-37.6754,220.63,145.086
154,0,83.1215,100.431,130.209,25.0808,61.8841,130.26,98.6436,26.8162,129.122,59.6606,9.62194,129.478,12.5853,180.53,143.438,-8.83081,305.595,146.291,-68.4477,283.857,146.318,12.7977,261.485,145.562,-37.4978,220.945,145.078
155,0,83.114,100.417,130.198,25.0812,61.8698,130.276,98.6387,26.8051,129.136,59.6625,9.60255,129.475,12.567,180.5,143.47,-8.16445,305.743,146.329,-67.9034,284.34,146.336,13.238,261.523,145.622,-37.2843,221.273,145.099
156,0,83.1167,100.399,130.186,25.0754,61.8355,130.272,98.6409,26.7815,129.144,59.687,9.58071,129.46,12.5767,180.439,143.489,-7.41177,305.935,146.409,-67.2986,284.857,146.371,13.7241,261.559,145.64,-37.0545,221.587,145.129
157,0,83.1062,100.358,130.179,25.0781,61.8049,130.255,98.6318,26.7494,129.144,59.6818,9.54744,129.461,12.5979,180.424,143.465,-6.76911,306.067,146.441,-66.7337,285.35,146.412,14.146,261.573,145.646,-36.8746,221.885,145.135
158,0,82.9921,100.327,130.172,25.0595,61.8127,130.266,98.6205,26.7552,129.149,59.6724,9.54488,129.45,12.5984,180.434,143.468,-6.17471,306.216,146.412,-66.2664,285.797,146.404,14.5205,261.631,145.646,-36.7049,222.192,145.15
159,0,83.1038,100.383,130.188,25.0569,61.8228,130.247,98.626,26.7722,129.123,59.6601,9.55736,129.446,12.5851,180.44,143.49,-5.56381,306.385,146.415,-65.7415,286.276,146.381,14.8794,261.699,145.613,-36.5332,222.493,145.137
160,0,83.096,100.375,130.173,25.0696,61.8114,130.223,98.6277,26.7721,129.104,59.6596,9.54758,129.417,12.5609,180.439,143.47,-4.85681,306.558,146.395,-65.1611,286.78,146.394,15.2874,261.741,145.618,-36.3264,222.826,145.132
161,0,83.0938,100.366,130.158,25.0557,61.8037,130.187,98.6198,26.7536,129.035,59.6521,9.55003,129.363,12.5673,180.435,143.45,-4.16488,306.708,146.372,-64.6019,287.263,146.375,15.7547,261.787,145.601,-36.1063,223.165,145.111
162,0,83.082,100.361,130.152,25.0448,61.8095,130.211,98.6077,26.7427,129.058,59.6384,9.53938,129.374,12.5604,180.429,143.467,-3.47573,306.862,146.39,-64.0018,287.797,146.38,16.2174,261.84,145.609,-35.8964,223.501,145.125
163,0,83.0677,100.337,130.169,25.0479,61.8193,130.245,98.6198,26.753,129.119,59.6535,9.55272,129.437,12.5918,180.43,143.486,-2.70627,307.067,146.428,-63.3566,288.367,146.435,16.6955,261.883,145.62,-35.6869,223.826,145.173
164,0,83.1038,100.355,130.197,25.0721,61.8146,130.285,98.6264,26.7761,129.167,59.6706,9.55449,129.461,12.5998,180.432,143.506,-1.97887,307.21,146.451,-62.7531,288.863,146.473,17.1575,261.923,145.651,-35.4277,224.183,145.218
165,0,83.082,100.335,130.197,25.0742,61.8094,130.272,98.638,26.7669,129.145,59.6745,9.54413,129.449,12.6251,180.413,143.503,-1.20425,307.375,146.474,-62.062,289.43,146.491,17.6265,261.965,145.676,-35.0588,224.712,145.262
166,0,83.0988,100.353,130.169,25.0662,61.7938,130.214,98.6388,26.7497,129.08,59.6628,9.52618,129.373,12.6346,180.346,143.447,-0.36758,307.563,146.431,-61.3699,289.997,146.469,18.1442,262.028,145.644,-34.7853,225.085,145.232
167,0,83.0806,100.327,130.135,25.0505,61.7711,130.163,98.6247,26.7209,129.016,59.657,9.51309,129.325,12.609,180.355,143.472,0.462825,307.676,146.393,-60.6566,290.568,146.45,18.6673,262.053,145.613,-34.5006,225.494,145.202
168,0,82.9672,100.287,130.087,25.037,61.7548,130.136,98.5925,26.6832,128.98,59.6247,9.48619,129.289,12.6192,180.379,143.397,1.38193,307.863,146.381,-59.8339,291.224,146.457,19.249,262.061,145.611,-34.26,225.851,145.186
169,0,83.0339,100.253,130.109,25.0336,61.7315,130.165,98.5982,26.6652,128.994,59.6206,9.46285,129.311,12.5916,180.311,143.488,2.28839,308.005,146.434,-59.0746,291.809,146.478,19.8188,262.081,145.669,-33.8866,226.358,145.205
170,0,83.0511,100.279,130.16,25.0453,61.7465,130.206,98.6005,26.6942,129.065,59.6385,9.4733,129.36,12.6012,180.331,143.519,3.17175,308.154,146.489,-58.2399,292.474,146.51,20.3998,262.117,145.725,-33.5975,226.8,145.239
171,0,83.0811,100.292,130.172,25.0654,61.7659,130.238,98.6376,26.7076,129.088,59.6628,9.49282,129.386,12.6258,180.37,143.49,4.18307,308.359,146.513,-57.4336,293.088,146.511,20.9883,262.175,145.734,-33.2636,227.253,145.226
172,0,83.0859,100.31,130.174,25.0785,61.7875,130.235,98.6339,26.726,129.09,59.6732,9.51056,129.389,12.6423,180.379,143.525,5.11657,308.529,146.486,-56.5639,293.741,146.519,21.5235,262.241,145.706,-32.8981,227.714,145.227
173,0,83.1233,100.354,130.17,25.0889,61.8045,130.223,98.6449,26.7442,129.071,59.6704,9.53262,129.382,12.6586,180.404,143.48,6.07534,308.703,146.421,-55.7465,294.377,146.468,22.1812,262.281,145.643,-32.5643,228.19,145.215
174,0,83.1212,100.357,130.159,25.0784,61.8008,130.219,98.6392,26.7358,129.061,59.6619,9.5349,129.378,12.6493,180.404,143.479,7.08551,308.862,146.398,-54.798,295.086,146.465,22.8439,262.319,145.619,-32.2105,228.682,145.2
175,0,83.0973,100.342,130.161,25.051,61.7916,130.22,98.6088,26.7046,129.043,59.6379,9.51672,129.361,12.6117,180.386,143.502,8.13768,308.987,146.424,-53.8884,295.755,146.491,23.4826,262.324,145.636,-31.8464,229.166,145.223
176,0,83.0548,100.277,130.149,25.0394,61.7596,130.219,98.5838,26.6863,129.059,59.624,9.48467,129.369,12.5598,180.388,143.481,9.23581,309.144,146.456,-52.9297,296.441,146.493,24.1262,262.3,145.663,-31.4796,229.665,145.222
177,0,83.0351,100.262,130.158,25.0229,61.7414,130.244,98.5642,26.6816,129.074,59.6018,9.46996,129.385,12.5472,180.349,143.514,10.3001,309.265,146.436,-52.0025,297.095,146.502,24.8211,262.307,145.667,-31.1036,230.161,145.215
178,0,83.0329,100.283,130.159,25.0273,61.7576,130.254,98.5701,26.6933,129.101,59.6019,9.49502,129.406,12.5416,180.408,143.446,11.3883,309.434,146.43,-50.9202,297.836,146.494,25.5138,262.348,145.654,-30.7139,230.678,145.186
179,0,83.0086,100.299,130.164,25.0188,61.7723,130.254,98.5622,26.7242,129.098,59.6006,9.51324,129.423,12.5485,180.413,143.478,12.5083,309.604,146.391,-49.9422,298.514,146.487,26.2104,262.377,145.635,-30.2888,231.216,145.191
180,0,83.0499,100.358,130.166,25.0186,61.8005,130.257,98.5632,26.7361,129.108,59.5938,9.53496,129.435,12.5575,180.471,143.474,13.6685,309.741,146.322,-48.8624,299.346,146.509,26.8947,262.395,145.589,-29.862,231.748,145.197
181,0,83.0566,100.367,130.168,25.0144,61.819,130.273,98.5738,26.7608,129.112,59.5956,9.54079,129.456,12.5457,180.495,143.499,14.7075,309.893,146.32,-47.8021,300.066,146.476,27.5617,262.43,145.585,-29.4513,232.266,145.224
182,0,83.0564,100.366,130.173,25.0096,61.8088,130.282,98.5524,26.7435,129.117,59.5859,9.54239,129.455,12.5334,180.552,143.463,15.8758,310.004,146.301,-46.7964,300.743,146.491,28.2591,262.448,145.571,-29.0206,232.761,145.229
183,0,83.0429,100.326,130.172,25.0142,61.7945,130.266,98.5797,26.7296,129.088,59.5956,9.52239,129.445,12.5431,180.581,143.45,16.982,310.075,146.317,-45.7522,301.364,146.475,28.9754,262.404,145.593,-28.5811,233.255,145.227
184,0,83.0278,100.305,130.175,25.0215,61.778,130.276,98.564,26.6979,129.101,59.5895,9.49559,129.45,12.5492,180.555,143.468,18.1022,310.151,146.337,-44.7137,301.973,146.469,29.6534,262.358,145.569,-28.1446,233.736,145.228
185,0,83.0125,100.297,130.179,25.0018,61.7691,130.276,98.5564,26.6895,129.118,59.5837,9.4981,129.451,12.5068,180.554,143.494,19.2169,310.188,146.313,-43.7102,302.595,146.478,30.31,262.351,145.6,-27.7241,234.202,145.253
186,0,82.996,100.28,130.187,24.9814,61.7616,130.278,98.5356,26.7068,129.133,59.558,9.48792,129.441,12.5097,180.552,143.489,20.2116,310.285,146.359,-42.7501,303.173,146.527,30.9761,262.331,145.632,-27.3034,234.653,145.291
187,0,83.0007,100.284,130.18,24.9764,61.7701,130.26,98.5307,26.7181,129.107,59.5447,9.49449,129.43,12.5256,180.573,143.491,21.1649,310.329,146.392,-41.8477,303.73,146.527,31.5769,262.303,145.655,-26.9269,235.064,145.308
188,0,83.0186,100.315,130.176,24.9624,61.7713,130.224,98.5302,26.7119,129.096,59.5389,9.49185,129.403,12.5469,180.581,143.467,22.1398,310.376,146.356,-40.9562,304.223,146.525,32.1621,262.273,145.637,-26.5324,235.47,145.308
189,0,82.988,100.288,130.153,24.9716,61.767,130.218,98.5276,26.7013,129.075,59.5547,9.49719,129.392,12.5288,180.565,143.471,23.0207,310.424,146.346,-40.0903,304.7,146.484,32.6783,262.249,145.613,-26.1622,235.853,145.29
190,0,82.9647,100.274,130.136,24.9661,61.7664,130.208,98.5211,26.6895,129.03,59.5352,9.48738,129.375,12.4927,180.57,143.463,23.9165,310.444,146.321,-39.2165,305.182,146.472,33.2529,262.203,145.593,-25.7823,236.24,145.261
191,0,82.985,100.277,130.135,24.9725,61.7526,130.206,98.5262,26.6855,129.038,59.5418,9.47226,129.367,12.5447,180.571,143.457,24.7269,310.466,146.334,-38.4937,305.595,146.512,33.7904,262.166,145.599,-25.4403,236.562,145.286
192,0,82.9911,100.272,130.152,24.9734,61.7568,130.243,98.5214,26.6962,129.076,59.5411,9.48697,129.395,12.5961,180.569,143.471,25.5194,310.505,146.325,-37.7458,306.032,146.535,34.2945,262.17,145.611,-25.0834,236.915,145.298
193,0,83.0117,100.264,130.163,24.9805,61.7476,130.235,98.5287,26.6862,129.085,59.5569,9.46502,129.412,12.6468,180.555,143.486,26.327,310.531,146.351,-36.8905,306.451,146.539,34.7984,262.138,145.607,-24.7078,237.257,145.318
194,0,82.9945,100.249,130.17,24.9829,61.7521,130.24,98.5388,26.6754,129.084,59.5708,9.47075,129.393,12.6732,180.581,143.448,27.1793,310.549,146.369,-36.1057,306.839,146.535,35.3061,262.101,145.604,-24.3431,237.612,145.349
